X1,X2,X3,X4,X5,X6,X7,X8
-10,52.5,-10,55,15,2,568,649
-10,52.5,-10,55,15,7,568,649
-10,52.5,-10,55,15,14,568,649
-7.5,52.5,-10,55,20,2,573,649
-7.5,52.5,-10,55,20,7,573,649
-7.5,52.5,-10,55,20,14,573,649
-5,42.5,-7.5,45,61,2,254,330
-5,42.5,-7.5,45,61,7,254,330
-5,42.5,-7.5,45,61,14,254,330
-5,42.5,-7.5,45,61,21,254,330
-5,42.5,-7.5,45,61,28,254,330
-5,42.5,-5,45,61,2,254,335
-5,42.5,-5,45,61,7,254,335
-5,42.5,-5,45,61,14,254,335
-5,42.5,-5,45,61,21,254,335
-5,42.5,-5,45,61,28,254,335
-5,42.5,-2.5,45,61,2,254,340
-5,42.5,-2.5,45,61,7,254,340
-5,42.5,-2.5,45,61,14,254,340
-5,42.5,-2.5,45,61,21,254,340
-5,42.5,-2.5,45,61,28,254,340
-2.5,42.5,-5,45,34,2,259,335
-2.5,42.5,-5,45,34,7,259,335
-2.5,42.5,-5,45,34,14,259,335
-2.5,42.5,-5,45,34,21,259,335
-2.5,42.5,-5,45,34,28,259,335
-2.5,42.5,-2.5,45,34,2,259,340
-2.5,42.5,-2.5,45,34,7,259,340
-2.5,42.5,-2.5,45,34,14,259,340
-2.5,42.5,-2.5,45,34,21,259,340
-2.5,42.5,-2.5,45,34,28,259,340
0,42.5,-2.5,45,71,2,264,340
0,42.5,-2.5,45,71,7,264,340
0,42.5,-2.5,45,71,14,264,340
0,42.5,-2.5,45,71,21,264,340
0,42.5,-2.5,45,71,28,264,340
0,42.5,0,45,18,2,264,345
0,42.5,0,45,18,7,264,345
0,42.5,0,45,18,14,264,345
2.5,45,0,47.5,8,2,350,426
2.5,45,0,47.5,8,7,350,426
2.5,45,2.5,47.5,8,2,350,431
2.5,45,2.5,47.5,8,7,350,431
10,47.5,7.5,50,20,2,446,522
10,47.5,7.5,50,20,7,446,522
10,47.5,7.5,50,20,14,446,522
10,47.5,10,50,20,2,446,527
10,47.5,10,50,20,7,446,527
10,47.5,10,50,20,14,446,527
10,47.5,12.5,50,18,2,446,532
10,47.5,12.5,50,18,7,446,532
10,47.5,12.5,50,18,14,446,532
12.5,47.5,10,50,25,2,451,527
12.5,47.5,10,50,25,7,451,527
12.5,47.5,10,50,25,14,451,527
12.5,47.5,10,50,25,21,451,527
12.5,47.5,12.5,50,23,2,451,532
12.5,47.5,12.5,50,23,7,451,532
12.5,47.5,12.5,50,23,14,451,532
12.5,47.5,12.5,50,23,21,451,532
12.5,47.5,15,50,23,2,451,537
12.5,47.5,15,50,23,7,451,537
12.5,47.5,15,50,23,14,451,537
12.5,47.5,15,50,23,21,451,537
27.5,40,30,42.5,26,2,238,324
27.5,40,30,42.5,26,7,238,324
27.5,40,30,42.5,26,14,238,324
27.5,40,30,42.5,26,21,238,324
