X1,X2,X3,X4,X5,X6,X7,X8
-10,55,-10,52.5,2,2,649,568
-10,55,-7.5,52.5,26,2,649,573
-10,55,-7.5,52.5,26,7,649,573
-10,55,-7.5,52.5,26,14,649,573
-10,55,-7.5,52.5,26,21,649,573
-5,45,-2.5,42.5,14,2,335,259
-5,45,-2.5,42.5,14,7,335,259
-5,45,-2.5,42.5,14,14,335,259
-2.5,45,-2.5,42.5,14,2,340,259
-2.5,45,-2.5,42.5,14,7,340,259
-2.5,45,-2.5,42.5,14,14,340,259
-2.5,45,0,42.5,87,2,340,264
-2.5,45,0,42.5,87,7,340,264
-2.5,45,0,42.5,87,14,340,264
-2.5,45,0,42.5,87,21,340,264
-2.5,45,0,42.5,87,28,340,264
0,45,-2.5,42.5,14,2,345,259
0,45,-2.5,42.5,14,7,345,259
0,45,-2.5,42.5,14,14,345,259
0,45,0,42.5,87,2,345,264
0,45,0,42.5,87,7,345,264
0,45,0,42.5,87,14,345,264
0,45,0,42.5,87,21,345,264
0,45,0,42.5,87,28,345,264
0,47.5,2.5,45,11,2,426,350
0,47.5,2.5,45,11,7,426,350
2.5,47.5,2.5,45,3,2,431,350
5,47.5,7.5,45,2,2,436,360
7.5,47.5,7.5,45,2,2,441,360
7.5,50,10,47.5,9,2,522,446
7.5,50,10,47.5,9,7,522,446
10,50,10,47.5,7,2,527,446
10,50,10,47.5,7,7,527,446
10,50,12.5,47.5,20,2,527,451
10,50,12.5,47.5,20,7,527,451
10,50,12.5,47.5,20,14,527,451
15,50,12.5,47.5,6,2,537,451
22.5,47.5,25,45,9,2,471,395
22.5,47.5,25,45,9,7,471,395
30,42.5,30,40,59,2,324,243
30,42.5,30,40,59,7,324,243
30,42.5,30,40,59,14,324,243
30,42.5,30,40,59,21,324,243
30,42.5,30,40,59,28,324,243
