"X1","X2","X3","X4","X5","X6","X7","X8"
"-10.0"," 47.5","-10.0"," 50.0"," 56.0","  2.0","406.0","487.0"
"-10.0"," 47.5","-10.0"," 50.0"," 56.0","  7.0","406.0","487.0"
"-10.0"," 47.5","-10.0"," 50.0"," 56.0"," 14.0","406.0","487.0"
"-10.0"," 47.5","-10.0"," 50.0"," 56.0"," 21.0","406.0","487.0"
"-10.0"," 47.5","-10.0"," 50.0"," 56.0"," 28.0","406.0","487.0"
"-10.0"," 47.5"," -7.5"," 50.0"," 59.0","  2.0","406.0","492.0"
"-10.0"," 47.5"," -7.5"," 50.0"," 59.0","  7.0","406.0","492.0"
"-10.0"," 47.5"," -7.5"," 50.0"," 59.0"," 14.0","406.0","492.0"
"-10.0"," 47.5"," -7.5"," 50.0"," 59.0"," 21.0","406.0","492.0"
"-10.0"," 47.5"," -7.5"," 50.0"," 59.0"," 28.0","406.0","492.0"
"-10.0"," 50.0","-10.0"," 52.5"," 64.0","  2.0","487.0","568.0"
"-10.0"," 50.0","-10.0"," 52.5"," 64.0","  7.0","487.0","568.0"
"-10.0"," 50.0","-10.0"," 52.5"," 64.0"," 14.0","487.0","568.0"
"-10.0"," 50.0","-10.0"," 52.5"," 64.0"," 21.0","487.0","568.0"
"-10.0"," 50.0","-10.0"," 52.5"," 64.0"," 28.0","487.0","568.0"
"-10.0"," 50.0"," -7.5"," 50.0","  3.0","  2.0","487.0","492.0"
"-10.0"," 50.0"," -7.5"," 52.5"," 65.0","  2.0","487.0","573.0"
"-10.0"," 50.0"," -7.5"," 52.5"," 65.0","  7.0","487.0","573.0"
"-10.0"," 50.0"," -7.5"," 52.5"," 65.0"," 14.0","487.0","573.0"
"-10.0"," 50.0"," -7.5"," 52.5"," 65.0"," 21.0","487.0","573.0"
"-10.0"," 50.0"," -7.5"," 52.5"," 65.0"," 28.0","487.0","573.0"
"-10.0"," 52.5"," -7.5"," 55.0"," 10.0","  2.0","568.0","654.0"
"-10.0"," 52.5"," -7.5"," 55.0"," 10.0","  7.0","568.0","654.0"
"-10.0"," 55.0","-10.0"," 52.5"," 15.0","  2.0","649.0","568.0"
"-10.0"," 55.0","-10.0"," 52.5"," 15.0","  7.0","649.0","568.0"
"-10.0"," 55.0","-10.0"," 52.5"," 15.0"," 14.0","649.0","568.0"
"-10.0"," 55.0"," -7.5"," 52.5"," 16.0","  2.0","649.0","573.0"
"-10.0"," 55.0"," -7.5"," 52.5"," 16.0","  7.0","649.0","573.0"
"-10.0"," 55.0"," -7.5"," 52.5"," 16.0"," 14.0","649.0","573.0"
"-10.0"," 55.0"," -7.5"," 55.0"," 25.0","  2.0","649.0","654.0"
"-10.0"," 55.0"," -7.5"," 55.0"," 25.0","  7.0","649.0","654.0"
"-10.0"," 55.0"," -7.5"," 55.0"," 25.0"," 14.0","649.0","654.0"
"-10.0"," 55.0"," -7.5"," 55.0"," 25.0"," 21.0","649.0","654.0"
"-10.0"," 55.0"," -7.5"," 55.0"," 25.0"," 21.0","649.0","654.0"
" -7.5"," 47.5","-10.0"," 50.0"," 56.0","  2.0","411.0","487.0"
" -7.5"," 47.5","-10.0"," 50.0"," 56.0","  7.0","411.0","487.0"
" -7.5"," 47.5","-10.0"," 50.0"," 56.0"," 14.0","411.0","487.0"
" -7.5"," 47.5","-10.0"," 50.0"," 56.0"," 21.0","411.0","487.0"
" -7.5"," 47.5","-10.0"," 50.0"," 56.0"," 28.0","411.0","487.0"
" -7.5"," 47.5"," -7.5"," 50.0"," 59.0","  2.0","411.0","492.0"
" -7.5"," 47.5"," -7.5"," 50.0"," 59.0","  7.0","411.0","492.0"
" -7.5"," 47.5"," -7.5"," 50.0"," 59.0"," 14.0","411.0","492.0"
" -7.5"," 47.5"," -7.5"," 50.0"," 59.0"," 21.0","411.0","492.0"
" -7.5"," 47.5"," -7.5"," 50.0"," 59.0"," 28.0","411.0","492.0"
" -7.5"," 47.5"," -5.0"," 50.0"," 91.0","  2.0","411.0","497.0"
" -7.5"," 47.5"," -5.0"," 50.0"," 91.0","  7.0","411.0","497.0"
" -7.5"," 47.5"," -5.0"," 50.0"," 91.0"," 14.0","411.0","497.0"
" -7.5"," 47.5"," -5.0"," 50.0"," 91.0"," 21.0","411.0","497.0"
" -7.5"," 47.5"," -5.0"," 50.0"," 91.0"," 28.0","411.0","497.0"
" -7.5"," 50.0","-10.0"," 52.5"," 61.0","  2.0","492.0","568.0"
" -7.5"," 50.0","-10.0"," 52.5"," 61.0","  7.0","492.0","568.0"
" -7.5"," 50.0","-10.0"," 52.5"," 61.0"," 14.0","492.0","568.0"
" -7.5"," 50.0","-10.0"," 52.5"," 61.0"," 21.0","492.0","568.0"
" -7.5"," 50.0","-10.0"," 52.5"," 61.0"," 28.0","492.0","568.0"
" -7.5"," 50.0"," -7.5"," 52.5"," 62.0","  2.0","492.0","573.0"
" -7.5"," 50.0"," -7.5"," 52.5"," 62.0","  7.0","492.0","573.0"
" -7.5"," 50.0"," -7.5"," 52.5"," 62.0"," 14.0","492.0","573.0"
" -7.5"," 50.0"," -7.5"," 52.5"," 62.0"," 21.0","492.0","573.0"
" -7.5"," 50.0"," -7.5"," 52.5"," 62.0"," 28.0","492.0","573.0"
" -7.5"," 50.0"," -5.0"," 50.0"," 32.0","  2.0","492.0","497.0"
" -7.5"," 50.0"," -5.0"," 50.0"," 32.0","  7.0","492.0","497.0"
" -7.5"," 50.0"," -5.0"," 50.0"," 32.0"," 14.0","492.0","497.0"
" -7.5"," 50.0"," -5.0"," 50.0"," 32.0"," 21.0","492.0","497.0"
" -7.5"," 50.0"," -5.0"," 50.0"," 32.0"," 28.0","492.0","497.0"
" -7.5"," 50.0"," -5.0"," 52.5"," 62.0","  2.0","492.0","578.0"
" -7.5"," 50.0"," -5.0"," 52.5"," 62.0","  7.0","492.0","578.0"
" -7.5"," 50.0"," -5.0"," 52.5"," 62.0"," 14.0","492.0","578.0"
" -7.5"," 50.0"," -5.0"," 52.5"," 62.0"," 21.0","492.0","578.0"
" -7.5"," 50.0"," -5.0"," 52.5"," 62.0"," 28.0","492.0","578.0"
" -7.5"," 52.5"," -7.5"," 55.0","  9.0","  2.0","573.0","654.0"
" -7.5"," 52.5"," -7.5"," 55.0","  9.0","  7.0","573.0","654.0"
" -7.5"," 52.5"," -5.0"," 55.0"," 40.0","  2.0","573.0","659.0"
" -7.5"," 52.5"," -5.0"," 55.0"," 40.0","  7.0","573.0","659.0"
" -7.5"," 52.5"," -5.0"," 55.0"," 40.0"," 14.0","573.0","659.0"
" -7.5"," 52.5"," -5.0"," 55.0"," 40.0"," 21.0","573.0","659.0"
" -7.5"," 52.5"," -5.0"," 55.0"," 40.0"," 28.0","573.0","659.0"
" -7.5"," 55.0"," -5.0"," 55.0"," 31.0","  2.0","654.0","659.0"
" -7.5"," 55.0"," -5.0"," 55.0"," 31.0","  7.0","654.0","659.0"
